7468,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 20:00,Ⅱ,14,8,8.5,306.5,48.8
7505,湖北省,富池闸 所在地市:黄石市所属河流:富水,,"",,,,,
7542,湖北省,富池闸 所在地市:黄石市所属河流:富水,,"",,,,,
7579,湖北省,富池闸 所在地市:黄石市所属河流:富水,,"",,,,,
7616,湖北省,富池闸 所在地市:黄石市所属河流:富水,,"",,,,,
7653,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 20:00,Ⅱ,14,8,8.5,306.5,48.8
7690,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 20:00,Ⅱ,14,8,8.5,306.5,48.8
7727,湖北省,富池闸 所在地市:黄石市所属河流:富水,,"",,,,,
7764,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-07 12:00,"",14.7,8,8.6,307.4,57.7
7801,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-07 16:00,Ⅱ,14.3,8,10.1,306.1,52.1
7838,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-07 20:00,Ⅲ,13.4,8,9,308.8,48.2
7875,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-07 20:00,Ⅱ,13.4,8,9,308.8,48.2
7912,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 04:00,Ⅱ,12.5,8,8.2,313,62.7
7949,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 08:00,Ⅱ,12.2,7,8,315.3,69.2
7986,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 12:00,"",15.3,7,8.2,313.3,60.6
8023,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 16:00,"",14,7,8.3,306.1,59
8060,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 20:00,"",12.6,7,8.2,306.3,48.9
8097,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-08 20:00,"",12.6,7,8.2,306.3,48.9
8134,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 04:00,"",11.7,7,8.3,306.3,72
8171,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 08:00,"",11.6,7,8.3,306.7,67.4
8208,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 12:00,Ⅱ,12.1,7,8.4,304.7,66.7
8245,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 16:00,Ⅱ,12.2,7,8.3,304.3,65.2
8282,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 20:00,Ⅱ,11.9,7,8.1,305.6,56.9
8318,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-09 20:00,Ⅱ,11.9,7,8.1,305.6,56.9
8354,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 04:00,Ⅱ,11.7,7,8.1,306.2,57.8
8390,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 08:00,Ⅱ,11.6,7,8,306.7,55.7
8426,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 12:00,Ⅱ,11.7,7,8,303.7,54.3
8462,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 16:00,Ⅱ,11.6,7,7.9,302.2,56.7
8498,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 20:00,Ⅱ,11.4,7,7.7,301.2,56.5
8534,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-10 20:00,Ⅱ,11.4,7,7.7,301.2,56.5
8570,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-11 04:00,Ⅱ,11.3,7,8,302.4,50.3
